Bug ID,Product,Component,Assignee,Status,Resolution,Summary,Changed
16099,R,Low-level,R-core@R-project.org,NEW,---,Version checks (sometimes) missed on Import-ed or Depend-ed packages,12/7/2014 1:53
15576,R,Wishlist,R-core@R-project.org,NEW,---,Wishlist: color console output,11/25/2013 22:26
16722,R,Wishlist,R-core@R-project.org,UNCONFIRMED,---,Wishlist: API access to connections,2/22/2016 10:59
14987,R,Graphics,R-core@R-project.org,NEW,---,"wishlist: image, persp, ..., findInterval to be used with decreasing x or y?",7/12/2012 14:14
15820,R,Wishlist,R-core@R-project.org,NEW,---,option for simplify2array to work with irregular length vectors,6/7/2014 3:35
16320,R,Graphics,R-core@R-project.org,NEW,---,Add more functions to graphics devices,4/17/2015 14:33
15897,R,Wishlist,R-core@R-project.org,NEW,---,index(): Extend names() functionality to allow non-character data types,7/23/2014 7:45
16554,R,Wishlist,R-core@R-project.org,UNCONFIRMED,---,Simplify linking to external BLAS during R compilation,10/9/2015 6:13
16737,R,I/O,R-core@R-project.org,NEW,---,File connections write UTF-16 incorrectly in Windows,2/29/2016 18:46
16041,R,Low-level,R-core@R-project.org,NEW,---,parse returns non-deterministic results from identical input.,11/4/2014 14:46
16615,R,Wishlist,R-core@R-project.org,UNCONFIRMED,---,Allow multi-character separator in scan(),11/27/2015 23:15
14716,R,Mac GUI / Mac specific,simon.urbanek@r-project.org,UNCONFIRMED,---,Code folding in editor,10/28/2011 19:10
16100,R,Analyses,R-core@R-project.org,NEW,---,Error in logLik.nls,12/6/2014 20:37
